Timestamp,car-id,car-type,gate-name
2015-05-04 09:15:33,20155304075353-452,3,general-gate7
2015-05-04 09:23:08,20155304075353-452,3,general-gate4
2015-05-04 09:25:21,20151304091319-319,1,general-gate7
2015-05-04 09:35:10,20155304075353-452,3,general-gate1
2015-05-04 09:37:59,20155304075353-452,3,ranger-stop2
2015-05-04 09:39:08,20151304091319-319,1,entrance3
2015-05-04 09:41:15,20155304075353-452,3,ranger-stop0
2015-05-04 09:44:42,20155304075353-452,3,general-gate2
2015-05-04 10:06:13,20155304075353-452,3,entrance2
2015-05-04 10:29:29,20152904102929-831,2P,ranger-base
2015-05-04 10:30:51,20152904102929-831,2P,gate8
2015-05-04 10:35:46,20153504103546-744,2P,ranger-base
2015-05-04 10:37:21,20153504103546-744,2P,gate8
2015-05-04 10:39:41,20152904102929-831,2P,general-gate5
2015-05-04 10:47:01,20152904102929-831,2P,gate3
2015-05-04 10:47:34,20153504103546-744,2P,general-gate5
2015-05-04 10:48:39,20152904102929-831,2P,ranger-stop3
2015-05-04 10:56:04,20153504103546-744,2P,gate3
2015-05-04 10:57:58,20153504103546-744,2P,ranger-stop3
2015-05-04 10:59:41,20152904102929-831,2P,ranger-stop3
2015-05-04 11:01:15,20152904102929-831,2P,gate3
2015-05-04 11:06:01,20152904102929-831,2P,camping8
2015-05-04 11:06:55,20152904102929-831,2P,general-gate3
2015-05-04 11:16:39,20152904102929-831,2P,gate4
2015-05-04 11:18:15,20152904102929-831,2P,ranger-stop5
2015-05-04 11:22:00,20153504103546-744,2P,ranger-stop3
2015-05-04 11:23:49,20153504103546-744,2P,gate3
2015-05-04 11:32:17,20153504103546-744,2P,general-gate5
2015-05-04 11:36:10,20153604113610-711,3,entrance1
2015-05-04 11:37:28,20153504103546-744,2P,gate5
2015-05-04 11:38:31,20153504103546-744,2P,ranger-stop6
2015-05-04 11:39:37,20153504103546-744,2P,gate6
2015-05-04 11:49:10,20153604113610-711,3,general-gate7
2015-05-04 11:53:51,20155304115351-36,2,entrance2
2015-05-04 11:56:14,20153604113610-711,3,general-gate4
2015-05-04 11:56:29,20153504103546-744,2P,gate7
2015-05-04 11:57:35,20153504103546-744,2P,ranger-stop7
2015-05-04 12:07:28,20153604113610-711,3,general-gate1
2015-05-04 12:10:07,20153604113610-711,3,ranger-stop2
2015-05-04 12:11:17,20152904102929-831,2P,ranger-stop5
